anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
40028,Shingeki no Kyojin: The Final Season,Attack on Titan: Final Season,進撃の巨人 The Final Season,8.8,"Action, Drama","Gabi Braun and Falco Grice have been training their entire lives to inherit one of the seven Titans under Marley's control and aid their nation in eradicating the Eldians on Paradis. However, just as all seems well for the two cadets, their peace is suddenly shaken by the arrival of Eren Yeager and the remaining members of the Survey Corps.

Having finally reached the Yeager family basement and learned about the dark history surrounding the Titans, the Survey Corps has at long last found the answer they so desperately fought to uncover. With the truth now in their hands, the group set out for the world beyond the walls.

In Shingeki no Kyojin: The Final Season, two utterly different worlds collide as each party pursues its own agenda in the long-awaited conclusion to Paradis' fight for freedom.",TV,16.0,"Dec 7, 2020 to Mar 29, 2021",winter 2021,Finished Airing,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",Funimation,MAPPA,Manga,23 min per ep,R - 17+ (violence & profanity),34.0,41,51403,1219934.0,1846397,https://cdn.myanimelist.net/images/anime/1000/110531.jpg
30831,Kono Subarashii Sekai ni Shukufuku wo!,KonoSuba: God's Blessing on This Wonderful World!,この素晴らしい世界に祝福を！,8.11,"Adventure, Comedy, Fantasy","After dying a laughable and pathetic death on his way back from buying a game, high school student and recluse Kazuma Satou finds himself sitting before a beautiful but obnoxious goddess named Aqua. She provides the NEET with two options: continue on to heaven or reincarnate in every gamer's dream—a real fantasy world! Choosing to start a new life, Kazuma is quickly tasked with defeating a Demon King who is terrorizing villages. But before he goes, he can choose one item of any kind to aid him in his quest, and the future hero selects Aqua. But Kazuma has made a grave mistake—Aqua is completely useless!

Unfortunately, their troubles don't end here; it turns out that living in such a world is far different from how it plays out in a game. Instead of going on a thrilling adventure, the duo must first work to pay for their living expenses. Indeed, their misfortunes have only just begun!",TV,10.0,"Jan 14, 2016 to Mar 17, 2016",winter 2016,Finished Airing,"Half H.P Studio, Nippon Columbia, KlockWorx, Sony Music Communications, Toranoana, 81 Produce, Kadokawa Media House, Kadokawa","Discotek Media, Crunchyroll",Studio Deen,Light novel,23 min per ep,PG-13 - Teens 13 or older,442.0,38,43506,1212458.0,1862270,https://cdn.myanimelist.net/images/anime/8/77831.jpg
32182,Mob Psycho 100,Mob Psycho 100,モブサイコ100,8.49,"Action, Comedy, Supernatural","Eighth-grader Shigeo ""Mob"" Kageyama has tapped into his inner wellspring of psychic prowess at a young age. But the power quickly proves to be a liability when he realizes the potential danger in his skills. Choosing to suppress his power, Mob's only present use for his ability is to impress his longtime crush, Tsubomi, who soon grows bored of the same tricks.

In order to effectuate control on his skills, Mob enlists himself under the wing of Arataka Reigen, a con artist claiming to be a psychic, who exploits Mob's powers for pocket change. Now, exorcising evil spirits on command has become a part of Mob's daily, monotonous life. However, the psychic energy he exerts is barely the tip of the iceberg; if his vast potential and unrestrained emotions run berserk, a cataclysmic event that would render him completely unrecognizable will be triggered. The progression toward Mob's explosion is rising and attempting to stop it is futile.",TV,12.0,"Jul 11, 2016 to Sep 27, 2016",summer 2016,Finished Airing,"Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan","Funimation, Crunchyroll",Bones,Web manga,24 min per ep,PG-13 - Teens 13 or older,130.0,32,45435,1202295.0,1956538,https://cdn.myanimelist.net/images/anime/8/80356.jpg
10620,Mirai Nikki (TV),The Future Diary,未来日記,7.42,"Action, Supernatural, Suspense","Yukiteru Amano is a shy middle schooler who regularly keeps track of what he does in his daily life by writing down all of his activities on his phone—a digital diary. Despite having no friends at school, Yukiteru is frequently seen talking to his supposedly imaginary friends Deus Ex Machina, the god of time and space; and Deus' servant, Mur Mur.

One day, Yukiteru wakes up and discovers that certain events of his day are preemptively displayed on his cellphone. While initially dismissing it as a coincidence, he slowly realizes that the incidents written in his phone actually take place in the near future. After spending the day benefiting from this new asset, Yukiteru learns that his classmate Yuno Gasai possesses a similar diary.

As the two team up to defeat an odd pursuer and head back to their respective homes, Deus Ex Machina explains that they—alongside 10 other contestants—have been drawn into a survival game whose victor will become the deity's successor. With no other options, Yukiteru and Yuno must use their cellphones—now called ""Future Diaries""—to survive this unforgiving battle royale.",TV,26.0,"Oct 9, 2011 to Apr 15, 2012",fall 2011,Finished Airing,"Lantis, Kadokawa Shoten, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, chara-ani.com, 12 Diary Holders, Dwango, Sakura Create",Funimation,asread.,Manga,23 min per ep,R+ - Mild Nudity,1983.0,33,30182,1176438.0,1946264,https://cdn.myanimelist.net/images/anime/13/33465.jpg
20583,Haikyuu!!,Haikyu!!,ハイキュー!!,8.44,Sports,"Ever since having witnessed the ""Little Giant"" and his astonishing skills on the volleyball court, Shouyou Hinata has been bewitched by the dynamic nature of the sport. Even though his attempt to make his debut as a volleyball regular during a middle school tournament went up in flames, he longs to prove that his less-than-impressive height ceases to be a hindrance in the face of his sheer will and perseverance.

When Hinata enrolls in Karasuno High School, the Little Giant's alma mater, he believes that he is one step closer to his goal of becoming a professional volleyball player. Although the school only retains a shadow of its former glory, Hinata's conviction isn't shaken until he learns that Tobio Kageyama—the prodigy who humiliated Hinata's middle school volleyball team in a crushing defeat—is now his teammate.

To fulfill his desire of leaving a mark on the realm of volleyball—so often regarded as the domain of the tall and the strong—Hinata must smooth out his differences with Kageyama. Only when Hinata learns what it takes to be a part of a team will he be able to join the race to the top in earnest.",TV,25.0,"Apr 6, 2014 to Sep 21, 2014",spring 2014,Finished Airing,"Dentsu, Mainichi Broadcasting System, Movic, TOHO animation, Shueisha, Spacey Music Entertainment",Sentai Filmworks,Production I.G,Manga,24 min per ep,PG-13 - Teens 13 or older,151.0,36,70904,1164775.0,1870150,https://cdn.myanimelist.net/images/anime/7/76014.jpg
27899,Tokyo Ghoul √A,Tokyo Ghoul √A,東京喰種√A,7.02,"Action, Fantasy, Horror","Ken Kaneki has finally come to accept the monstrous, flesh-craving part of himself that he has feared and despised for so long. After escaping captivity and torture, Kaneki joins Aogiri Tree—the very militant ghoul organization that had abducted him, leading his friends to question his true motive and loyalty.

As tension between the government and the ghouls continues to rise, the Commission of Counter Ghoul, the government's specialized anti-ghoul agency, has intensified their efforts to completely purge Tokyo of ghouls. This threatens the transient peace of Kaneki's friends and former comrades—the ghouls at the Anteiku coffee shop. Aware of the dangerous situation, Kaneki faces several battles that puts his precious fleeting humanity on the line.",TV,12.0,"Jan 9, 2015 to Mar 27, 2015",winter 2015,Finished Airing,"Marvelous AQL, Shueisha",Funimation,Pierrot,Manga,24 min per ep,R - 17+ (violence & profanity),3920.0,46,10324,1157527.0,1707428,https://cdn.myanimelist.net/images/anime/1889/123307.jpg
2904,Code Geass: Hangyaku no Lelouch R2,Code Geass: Lelouch of the Rebellion R2,コードギアス 反逆のルルーシュ 続編,8.91,"Action, Award Winning, Drama, Sci-Fi","One year has passed since the Black Rebellion, a failed uprising against the Holy Britannian Empire led by the masked vigilante Zero, who is now missing. At a loss without their revolutionary leader, Area 11's resistance group—the Black Knights—find themselves too powerless to combat the brutality inflicted upon the Elevens by Britannia, which has increased significantly in order to crush any hope of a future revolt. 

Lelouch Lamperouge, having lost all memory of his double life, is living peacefully alongside his friends as a high school student at Ashford Academy. His former partner C.C., unable to accept this turn of events, takes it upon herself to remind him of his past purpose, hoping that the mastermind Zero will rise once again to finish what he started, in this thrilling conclusion to the series.",TV,25.0,"Apr 6, 2008 to Sep 28, 2008",spring 2008,Finished Airing,"Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners","Funimation, Bandai Entertainment",Sunrise,Original,24 min per ep,R - 17+ (violence & profanity),20.0,47,74578,1145264.0,1699634,https://cdn.myanimelist.net/images/anime/1088/135089.jpg
24833,Ansatsu Kyoushitsu,Assassination Classroom,暗殺教室,8.09,"Action, Comedy","Tucked in the mountains near the elite Kunugigaoka Middle School lies a small derelict building that houses the delinquents and dropouts of Class 3-E. Looked down upon by their peers, the students in this class appear to have little hope in advancing their academic careers. That is, until the national government tasks them with eliminating the greatest threat to their planet: their new teacher. 

Having already destroyed the moon, the octopus-like professor—dubbed ""Koro-sensei""—has now threatened to destroy the Earth by March of the following year. In light of their mission, the students have found that killing him is easier said than done. Not only can Koro-sensei move at speeds of up to Mach 20, but he can also resist almost every earthly weapon. Ironically, he also proves to be one of the best teachers Class 3-E has ever had. Training the class to excel in both their studies as students and skills as assassins, Koro-sensei is confident that his students' ingenuity and indomitable will could return them to the main campus. 

Through trial and error, Nagisa Shiota, as well as the other students of Class 3-E, must figure out Koro-sensei's weaknesses—and fast, for the very fate of the world depends upon it.",TV,22.0,"Jan 10, 2015 to Jun 20, 2015",winter 2015,Finished Airing,"Dentsu, Studio Hibari, Fuji TV, DAX Production, BS Fuji, Avex Pictures, Shueisha",Funimation,Lerche,Manga,23 min per ep,PG-13 - Teens 13 or older,468.0,34,28752,1132903.0,1914784,https://cdn.myanimelist.net/images/anime/5/75639.jpg
9919,Ao no Exorcist,Blue Exorcist,青の祓魔師(エクソシスト),7.5,"Action, Fantasy","Humans and demons are two sides of the same coin, as are Assiah and Gehenna, their respective worlds. The only way to travel between the realms is by the means of possession, like in ghost stories. However, Satan, the ruler of Gehenna, cannot find a suitable host to possess and therefore, remains imprisoned in his world. In a desperate attempt to conquer Assiah, he sends his son instead, intending for him to eventually grow into a vessel capable of possession by the demon king.

Ao no Exorcist follows Rin Okumura who appears to be an ordinary, somewhat troublesome teenager—that is until one day he is ambushed by demons. His world turns upside down when he discovers that he is in fact the very son of Satan and that his demon father wishes for him to return so they can conquer Assiah together. Not wanting to join the king of Gehenna, Rin decides to begin training to become an exorcist so that he can fight to defend Assiah alongside his brother Yukio.",TV,25.0,"Apr 17, 2011 to Oct 2, 2011",spring 2011,Finished Airing,"Aniplex, Dentsu, Mainichi Broadcasting System, Movic, Sakura Create, Shueisha",Aniplex of America,A-1 Pictures,Manga,24 min per ep,PG-13 - Teens 13 or older,1700.0,40,16692,1118263.0,1854727,https://cdn.myanimelist.net/images/anime/10/75195.jpg
22535,Kiseijuu: Sei no Kakuritsu,Parasyte: The Maxim,寄生獣 セイの格率,8.34,"Action, Horror, Sci-Fi","All of a sudden, they arrived: parasitic aliens that descended upon Earth and quickly infiltrated humanity by burrowing into the brains of vulnerable targets. These insatiable beings acquire full control of their host and are able to morph into a variety of forms in order to feed on unsuspecting prey.
 
Sixteen-year-old high school student Shinichi Izumi falls victim to one of these parasites, but it fails to take over his brain, ending up in his right hand instead. Unable to relocate, the parasite, now named Migi, has no choice but to rely on Shinichi in order to stay alive. Thus, the pair is forced into an uneasy coexistence and must defend themselves from hostile parasites that hope to eradicate this new threat to their species.",TV,24.0,"Oct 9, 2014 to Mar 26, 2015",fall 2014,Finished Airing,"VAP, Kodansha, Nippon Television Network, Forecast Communications",Sentai Filmworks,Madhouse,Manga,23 min per ep,R - 17+ (violence & profanity),210.0,42,33548,1103538.0,1781551,https://cdn.myanimelist.net/images/anime/3/73178.jpg
269,Bleach,Bleach,BLEACH - ブリーチ -,7.92,"Action, Adventure, Fantasy","Ichigo Kurosaki is an ordinary high schooler—until his family is attacked by a Hollow, a corrupt spirit that seeks to devour human souls. It is then that he meets a Soul Reaper named Rukia Kuchiki, who gets injured while protecting Ichigo's family from the assailant. To save his family, Ichigo accepts Rukia's offer of taking her powers and becomes a Soul Reaper as a result.

However, as Rukia is unable to regain her powers, Ichigo is given the daunting task of hunting down the Hollows that plague their town. However, he is not alone in his fight, as he is later joined by his friends—classmates Orihime Inoue, Yasutora Sado, and Uryuu Ishida—who each have their own unique abilities. As Ichigo and his comrades get used to their new duties and support each other on and off the battlefield, the young Soul Reaper soon learns that the Hollows are not the only real threat to the human world.",TV,366.0,"Oct 5, 2004 to Mar 27, 2012",fall 2004,Finished Airing,"TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha",VIZ Media,Pierrot,Manga,24 min per ep,PG-13 - Teens 13 or older,686.0,39,68896,1069200.0,1856976,https://cdn.myanimelist.net/images/anime/3/40451.jpg
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Rascal Does Not Dream of Bunny Girl Senpai,青春ブタ野郎はバニーガール先輩の夢を見ない,8.24,"Drama, Romance, Supernatural","The rare and inexplicable Puberty Syndrome is thought of as a myth. It is a rare disease which only affects teenagers, and its symptoms are so supernatural that hardly anyone recognizes it as a legitimate occurrence. However, high school student Sakuta Azusagawa knows from personal experience that it is very much real, and happens to be quite prevalent in his school.

Mai Sakurajima is a third-year high school student who gained fame in her youth as a child actress, but recently halted her promising career for reasons unknown to the public. With an air of unapproachability, she is well known throughout the school, but none dare interact with her—that is until Sakuta sees her wandering the library in a bunny girl costume. Despite the getup, no one seems to notice her, and after confronting her, he realizes that she is another victim of Puberty Syndrome. As Sakuta tries to help Mai through her predicament, his actions bring him into contact with more girls afflicted with the elusive disease.",TV,13.0,"Oct 4, 2018 to Dec 27, 2018",fall 2018,Finished Airing,"Aniplex, Tokyo MX, Hakuhodo DY Music & Pictures, Nagoya Broadcasting Network, BS11, ABC Animation, Kadokawa",Aniplex of America,CloverWorks,Light novel,24 min per ep,PG-13 - Teens 13 or older,308.0,52,44977,1041646.0,1637954,https://cdn.myanimelist.net/images/anime/1301/93586.jpg
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,8.41,Comedy,"At the renowned Shuchiin Academy, Miyuki Shirogane and Kaguya Shinomiya are the student body's top representatives. Ranked the top student in the nation and respected by peers and mentors alike, Miyuki serves as the student council president. Alongside him, the vice president Kaguya—eldest daughter of the wealthy Shinomiya family—excels in every field imaginable. They are the envy of the entire student body, regarded as the perfect couple.

However, despite both having already developed feelings for the other, neither are willing to admit them. The first to confess loses, will be looked down upon, and will be considered the lesser. With their honor and pride at stake, Miyuki and Kaguya are both equally determined to be the one to emerge victorious on the battlefield of love!",TV,12.0,"Jan 12, 2019 to Mar 30, 2019",winter 2019,Finished Airing,"Aniplex, Mainichi Broadcasting System, Magic Capsule, Shueisha, JR East Marketing & Communications",Aniplex of America,A-1 Pictures,Manga,25 min per ep,PG-13 - Teens 13 or older,172.0,53,37697,1030416.0,1632893,https://cdn.myanimelist.net/images/anime/1295/106551.jpg
30,Neon Genesis Evangelion,Neon Genesis Evangelion,新世紀エヴァンゲリオン,8.35,"Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense","Fifteen years after a cataclysmic event known as the Second Impact, the world faces a new threat: monstrous celestial beings called ""Angels"" invade Tokyo-3 one by one. Mankind is unable to defend themselves against the Angels despite utilizing their most advanced munitions and military tactics. The only hope for human salvation rests in the hands of NERV, a mysterious organization led by the cold Gendou Ikari. NERV operates giant humanoid robots dubbed ""Evangelions"" to combat the Angels with state-of-the-art advanced weaponry and protective barriers known as Absolute Terror Fields.

Years after being abandoned by his father, Shinji Ikari, Gendou's 14-year-old son, returns to Tokyo-3. Shinji undergoes a perpetual internal battle against the deeply buried trauma caused by the loss of his mother and the emotional neglect he suffered at the hands of his father. Terrified to open himself up to another, Shinji's life is forever changed upon meeting 29-year-old Misato Katsuragi, a high-ranking NERV officer who shows him a free-spirited maternal kindness he has never experienced.

A devastating Angel attack forces Shinji into action as Gendou reveals his true motive for inviting his son back to Tokyo-3: Shinji is the only child capable of efficiently piloting Evangelion Unit-01, a new robot that synchronizes with his biometrics. Despite the brutal psychological trauma brought about by piloting an Evangelion, Shinji defends Tokyo-3 against the angelic threat, oblivious to his father's dark machinations.",TV,26.0,"Oct 4, 1995 to Mar 27, 1996",fall 1995,Finished Airing,"TV Tokyo, Kadokawa Shoten, Nihon Ad Systems, Audio Tanaka","ADV Films, GKIDS","Gainax, Tatsunoko Production",Original,24 min per ep,PG-13 - Teens 13 or older,204.0,45,100638,1024927.0,1718019,https://cdn.myanimelist.net/images/anime/1314/108941.jpg
38408,Boku no Hero Academia 4th Season,My Hero Academia Season 4,僕のヒーローアカデミア,7.91,Action,"After successfully passing his Provisional Hero License exam, Izuku ""Deku"" Midoriya seeks out an extracurricular internship with a professional hero agency. At the recommendation of his mentor All Might, Midoriya lands a position under All Might's former sidekick, Sir Nighteye, now a famous hero in his own right.

As Midoriya's classmates further their own abilities through various internships, up-and-coming villain Kai Chisaki utilizes his terrifying powers to gather favor in the criminal underworld. Known by the moniker Overhaul, Chisaki's ambitions collide with the League of Villains and its leader, Tomura Shigaraki.

Through his work with Sir Nighteye, Midoriya discovers Chisaki's crime syndicate and the villain's hostile relationship with a mysterious young girl named Eri. Fearing for the child's safety, Midoriya and his upperclassman Mirio Toogata must work together to put an end to Chisaki's reign of terror.",TV,25.0,"Oct 12, 2019 to Apr 4, 2020",fall 2019,Finished Airing,"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Funimation,Bones,Manga,24 min per ep,PG-13 - Teens 13 or older,707.0,54,8217,1020099.0,1632615,https://cdn.myanimelist.net/images/anime/1412/107914.jpg
14719,JoJo no Kimyou na Bouken (TV),JoJo's Bizarre Adventure (2012),ジョジョの奇妙な冒険,7.89,"Action, Adventure, Supernatural","The year is 1868; English nobleman George Joestar and his son Jonathan become indebted to Dario Brando after being rescued from a carriage incident. What the Joestars don't realize, however, is that Dario had no intention of helping them; he believed they were dead and was trying to ransack their belongings. After Dario's death 12 years later, George—hoping to repay his debt—adopts his son, Dio. 

While he publicly fawns over his new father, Dio secretly plans to steal the Joestar fortune. His first step is to create a divide between George and Jonathan. By constantly outdoing his foster brother, Dio firmly makes his place in the Joestar family. But when Dio pushes Jonathan too far, Jonathan defeats him in a brawl. 

Years later, the two appear to be close friends to the outside world. But trouble brews again when George falls ill, as Jonathan suspects that Dio is somehow behind the incident—and it appears he has more tricks up his sleeve.",TV,26.0,"Oct 6, 2012 to Apr 6, 2013",fall 2012,Finished Airing,"Yomiko Advertising, Warner Bros. Japan, Kamikaze Douga, KlockWorx, Shueisha","VIZ Media, Warner Bros. Pictures",David Production,Manga,24 min per ep,R - 17+ (violence & profanity),750.0,59,35830,1014895.0,1572178,https://cdn.myanimelist.net/images/anime/3/40409.jpg
38691,Dr. Stone,Dr. Stone,ドクターストーン,8.29,"Adventure, Comedy, Sci-Fi","After five years of harboring unspoken feelings, high-schooler Taiju Ooki is finally ready to confess his love to Yuzuriha Ogawa. Just when Taiju begins his confession however, a blinding green light strikes the Earth and petrifies mankind around the world—turning every single human into stone.

Several millennia later, Taiju awakens to find the modern world completely nonexistent, as nature has flourished in the years humanity stood still. Among a stone world of statues, Taiju encounters one other living human: his science-loving friend Senkuu, who has been active for a few months. Taiju learns that Senkuu has developed a grand scheme—to launch the complete revival of civilization with science. Taiju's brawn and Senkuu's brains combine to forge a formidable partnership, and they soon uncover a method to revive those petrified.

However, Senkuu's master plan is threatened when his ideologies are challenged by those who awaken. All the while, the reason for mankind's petrification remains unknown.",TV,24.0,"Jul 5, 2019 to Dec 13, 2019",summer 2019,Finished Airing,"TOHO animation, Shueisha, 8PAN","Funimation, Crunchyroll",TMS Entertainment,Manga,24 min per ep,PG-13 - Teens 13 or older,255.0,55,27001,986159.0,1630125,https://cdn.myanimelist.net/images/anime/1613/102576.jpg
6702,Fairy Tail,Fairy Tail,FAIRY TAIL（フェアリーテイル）,7.57,"Action, Adventure, Fantasy","In the enchanted Kingdom of Fiore, the lively Lucy Heartfilia has one wish: to join the renowned Fairy Tail—one of the many magical wizard guilds scattered around the continent. Luckily, a chance encounter with Natsu Dragneel, the ""Salamander"" of Fairy Tail, whisks her into the legendary guild.

From Natsu's rivalrous antics with ice wizard Gray Fullbuster to the frightening presence of the unmatched combat goddess Erza Scarlet, Fairy Tail's powerful mages have a slight penchant for trouble. Through all the lucrative odd jobs and adventures to save the world from destruction lies an absolute and unyielding trust stronger than family that has formed between each guild member.

Teaming up with Natsu, Gray, and Erza, Lucy finds herself amidst the guild's most misfit wizards. But as they constantly stand in the eye of every danger, there is one name that never ceases to resurface: Zeref, the feared master of dark magic.",TV,175.0,"Oct 12, 2009 to Mar 30, 2013",fall 2009,Finished Airing,"TV Tokyo, Dentsu, Pony Canyon, Kodansha, DAX Production, Sakura Create",Funimation,"Satelight, A-1 Pictures",Manga,24 min per ep,PG-13 - Teens 13 or older,1479.0,49,45524,981322.0,1681333,https://cdn.myanimelist.net/images/anime/5/18179.jpg
35849,Darling in the FranXX,DARLING in the FRANXX,ダーリン・イン・ザ・フランキス,7.21,"Action, Drama, Romance, Sci-Fi","In the distant future, humanity has been driven to near-extinction by giant beasts known as Klaxosaurs, forcing the surviving humans to take refuge in massive fortress cities called Plantations. Children raised here are trained to pilot giant mechas known as FranXX—the only weapons known to be effective against the Klaxosaurs—in boy-girl pairs. Bred for the sole purpose of piloting these machines, these children know nothing of the outside world and are only able to prove their existence by defending their race.  

Hiro, an aspiring FranXX pilot, has lost his motivation and self-confidence after failing an aptitude test. Skipping out on his class' graduation ceremony, Hiro retreats to a forest lake, where he encounters a mysterious girl with two horns growing out of her head. She introduces herself by her codename Zero Two, which is known to belong to an infamous FranXX pilot known as the ""Partner Killer."" Before Hiro can digest the encounter, the Plantation is rocked by a sudden Klaxosaur attack. Zero Two engages the creature in her FranXX, but it is heavily damaged in the skirmish and crashes near Hiro. Finding her partner dead, Zero Two invites Hiro to pilot the mecha with her, and the duo easily defeats the Klaxosaur in the ensuing fight. With a new partner by his side, Hiro has been given a chance at redemption for his past failures, but at what cost?",TV,24.0,"Jan 13, 2018 to Jul 7, 2018",winter 2018,Finished Airing,"Aniplex, Khara, Movic, Ultra Super Pictures, Lucent Pictures Entertainment, Tokyo MX, Nagoya Broadcasting Network, Asahi Broadcasting, BS11, Lawson, ABC Animation, Rialto Entertainment",Funimation,"A-1 Pictures, Trigger, CloverWorks",Original,24 min per ep,PG-13 - Teens 13 or older,2985.0,61,31121,969948.0,1566412,https://cdn.myanimelist.net/images/anime/1614/90408.jpg
28171,Shokugeki no Souma,Food Wars! Shokugeki no Soma,食戟のソーマ,8.16,"Gourmet, Ecchi","Souma Yukihira has been cooking alongside his father Jouichirou for as long as he can remember. As a sous chef at his father's restaurant, he has spent years developing his culinary expertise and inventing new dishes to amaze their customers. He aspires to exceed his father's skill and take over the restaurant one day, but he is shocked to learn that Jouichirou is closing up the shop to take a job in New York.

Rather than tagging along with his father, Souma finds himself enrolling at the prestigious Tootsuki Culinary Academy, where only 10 percent of its students end up graduating. The school is famous for its ""Shokugeki""—intense cooking competitions between students often used to settle debates and arguments. Jouichirou tells Souma that to surpass him and survive the next three years at Tootsuki and graduate there.

The academy's brutal curriculum and fiercely competitive student body await the young chef, who must learn to navigate the treacherous environment if he wants to stand a chance at realizing his dreams. But is skill alone enough to let him rise to the top?",TV,24.0,"Apr 4, 2015 to Sep 26, 2015",spring 2015,Finished Airing,"Dentsu, Frontier Works, Mainichi Broadcasting System, Magic Capsule, Warner Bros. Japan, KlockWorx, Showgate, Shueisha, I Will",Sentai Filmworks,J.C.Staff,Manga,25 min per ep,PG-13 - Teens 13 or older,398.0,58,23435,967773.0,1585095,https://cdn.myanimelist.net/images/anime/3/72943.jpg
28223,Death Parade,Death Parade,デス・パレード,8.15,"Drama, Supernatural, Suspense","After death, either Heaven or Hell awaits most humans. But for a select few, death brings them to Quindecim—a bar where only pairs of people who die at the same time can enter. Attending the bar is an enigmatic figure known as Decim, who also acts as the arbiter. He passes judgment on those who wind up at Quindecim by challenging them to a life-threatening game. These games determine if the patron's soul will reincarnate into a new life, or be sent into the void, never to be seen again.

From darts and bowling to fighting games, the true nature of each patron slowly comes to light as they wager their souls. Though his methods remain unchanged, the sudden appearance of a black-haired amnesiac causes Decim to reevaluate his own rulings.",TV,12.0,"Jan 10, 2015 to Mar 28, 2015",winter 2015,Finished Airing,"VAP, DAX Production, Nippon Television Network",Funimation,Madhouse,Original,23 min per ep,R - 17+ (violence & profanity),402.0,48,27492,964617.0,1688655,https://cdn.myanimelist.net/images/anime/5/71553.jpg
11111,Another,Another,アナザー,7.48,"Horror, Mystery, Supernatural","In class 3-3 of Yomiyama North Junior High, transfer student Kouichi Sakakibara makes his return after taking a sick leave for the first month of school. Among his new classmates, he is inexplicably drawn toward Mei Misaki—a reserved girl with an eyepatch whom he met in the hospital during his absence. But none of his classmates acknowledge her existence; they warn him not to acquaint himself with things that do not exist. Against their words of caution, Kouichi befriends Mei—soon learning of the sinister truth behind his friends' apprehension.

The ominous rumors revolve around a former student of the class 3-3. However, no one will share the full details of the grim event with Kouichi. Engrossed in the curse that plagues his class, Kouichi sets out to discover its connection to his new friend. As a series of tragedies arise around them, it is now up to Kouichi, Mei, and their classmates to unravel the eerie mystery—but doing so will come at a hefty price.",TV,12.0,"Jan 10, 2012 to Mar 27, 2012",winter 2012,Finished Airing,"Lantis, Kadokawa Shoten, Toho, KlockWorx, Bandai Namco Live Creative, NTT Docomo",Sentai Filmworks,P.A. Works,Novel,24 min per ep,R - 17+ (violence & profanity),1780.0,56,17080,957896.0,1605359,https://cdn.myanimelist.net/images/anime/4/75509.jpg
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,KonoSuba: God's Blessing on This Wonderful World! 2,この素晴らしい世界に祝福を！ 2,8.27,"Adventure, Comedy, Fantasy","When Kazuma Satou died, he was given two choices: pass on to heaven or be revived in a fantasy world. After choosing the new world, the goddess Aqua tasked him with defeating the Demon King, and let him choose any weapon to aid him. Unfortunately, Kazuma chose to bring Aqua herself and has regretted the decision ever since then.

Not only is he stuck with a useless deity turned party archpriest, the pair also has to make enough money for living expenses. To add to their problems, their group continued to grow as more problematic adventurers joined their ranks. Their token spellcaster, Megumin, is an explosion magic specialist who can only cast one spell once per day and refuses to learn anything else. There is also their stalwart crusader, Lalatina ""Darkness"" Dustiness Ford, a helpless masochist who makes Kazuma look pure in comparison.

Kono Subarashii Sekai ni Shukufuku wo! 2 continues to follow Kazuma and the rest of his party through countless more adventures as they struggle to earn money and have to deal with one another's problematic personalities. However, things rarely go as planned, and they are often sidetracked by their own idiotic tendencies.",TV,10.0,"Jan 12, 2017 to Mar 16, 2017",winter 2017,Finished Airing,"Kadokawa Shoten, Nippon Columbia, KlockWorx, Sony Music Communications, Toranoana, 81 Produce, Kadokawa Media House",Discotek Media,Studio Deen,Light novel,23 min per ep,PG-13 - Teens 13 or older,275.0,74,11709,957748.0,1437771,https://cdn.myanimelist.net/images/anime/2/83188.jpg
